dmr_variable,form_name,cohort,visit,clinical_variable
EmplmtStatus,Demographics,at-home-pd,24 months,NA
EmplmtStatus,Demographics,at-home-pd,36 months,NA
EmplmtStatus,Demographics,super-pd,Baseline,demo_employment
EmplmtStatus,Demographics,super-pd,Physician_ON,NA
EmplmtStatus,Demographics,super-pd,Physician_OFF,NA
EduLvlUSATypPDBP,Demographics,at-home-pd,Baseline,education
EduLvlUSATypPDBP,Demographics,at-home-pd,12 months,NA
EduLvlUSATypPDBP,Demographics,at-home-pd,24 months,NA
EduLvlUSATypPDBP,Demographics,at-home-pd,36 months,NA
EduLvlUSATypPDBP,Demographics,super-pd,Baseline,demo_education
EduLvlUSATypPDBP,Demographics,super-pd,Physician_ON,NA
EduLvlUSATypPDBP,Demographics,super-pd,Physician_OFF,NA
MOCA_DelydRecalOptnlMultChoice,MoCA,at-home-pd,Baseline,NA
MOCA_DelydRecalOptnlMultChoice,MoCA,at-home-pd,12 months,NA
MOCA_DelydRecalOptnlMultChoice,MoCA,at-home-pd,24 months,NA
MOCA_DelydRecalOptnlMultChoice,MoCA,at-home-pd,36 months,NA
MOCA_DelydRecalOptnlMultChoice,MoCA,super-pd,Baseline,NA
MOCA_DelydRecalOptnlMultChoice,MoCA,super-pd,Physician_ON,NA
MOCA_DelydRecalOptnlMultChoice,MoCA,super-pd,Physician_OFF,NA
MOCA_Serial7,MoCA,at-home-pd,Baseline,moca_serial7
MOCA_Serial7,MoCA,at-home-pd,12 months,moca_serial7
MOCA_Serial7,MoCA,at-home-pd,24 months,moca_serial7
MOCA_Serial7,MoCA,at-home-pd,36 months,NA
MOCA_Serial7,MoCA,super-pd,Baseline,moca_serial7_v2
MOCA_Serial7,MoCA,super-pd,Physician_ON,moca_5d_spd
MOCA_Serial7,MoCA,super-pd,Physician_OFF,NA
MOCA_EduInd,MoCA,at-home-pd,Baseline,moca_eduind
MOCA_EduInd,MoCA,at-home-pd,12 months,moca_eduind
MOCA_EduInd,MoCA,at-home-pd,24 months,moca_eduind
MOCA_EduInd,MoCA,at-home-pd,36 months,NA
MOCA_EduInd,MoCA,super-pd,Baseline,moca_eduind_v2
MOCA_EduInd,MoCA,super-pd,Physician_ON,moca_edu_spd
MOCA_EduInd,MoCA,super-pd,Physician_OFF,NA
MOCA_LangFluency,MoCA,at-home-pd,Baseline,moca_langfluency
MOCA_LangFluency,MoCA,at-home-pd,12 months,moca_langfluency
MOCA_LangFluency,MoCA,at-home-pd,24 months,moca_langfluency
MOCA_LangFluency,MoCA,at-home-pd,36 months,NA
MOCA_LangFluency,MoCA,super-pd,Baseline,moca_langfluency_v2
MOCA_LangFluency,MoCA,super-pd,Physician_ON,moca_7_spd
MOCA_LangFluency,MoCA,super-pd,Physician_OFF,NA
MOCA_Total,MoCA,at-home-pd,Baseline,moca_total
MOCA_Total,MoCA,at-home-pd,12 months,moca_total
MOCA_Total,MoCA,at-home-pd,24 months,moca_total
MOCA_Total,MoCA,at-home-pd,36 months,NA
MOCA_Total,MoCA,super-pd,Baseline,moca_total_v2
MOCA_Total,MoCA,super-pd,Physician_ON,moca_score_2
MOCA_Total,MoCA,super-pd,Physician_OFF,NA
MOCA_LangRepeat,MoCA,at-home-pd,Baseline,moca_langrepeat
MOCA_LangRepeat,MoCA,at-home-pd,12 months,moca_langrepeat
MOCA_LangRepeat,MoCA,at-home-pd,24 months,moca_langrepeat
MOCA_LangRepeat,MoCA,at-home-pd,36 months,NA
MOCA_LangRepeat,MoCA,super-pd,Baseline,moca_langrepeat_v2
MOCA_LangRepeat,MoCA,super-pd,Physician_ON,moca_6_spd
MOCA_LangRepeat,MoCA,super-pd,Physician_OFF,NA
MOCA_Letters,MoCA,at-home-pd,Baseline,moca_letters
MOCA_Letters,MoCA,at-home-pd,12 months,moca_letters
MOCA_Letters,MoCA,at-home-pd,24 months,moca_letters
MOCA_Letters,MoCA,at-home-pd,36 months,NA
MOCA_Letters,MoCA,super-pd,Baseline,moca_letters_v2
MOCA_Letters,MoCA,super-pd,Physician_ON,moca_5c_spd
MOCA_Letters,MoCA,super-pd,Physician_OFF,NA
MOCA_VisuospatialExec,MoCA,at-home-pd,Baseline,moca_visuospatialexec
MOCA_VisuospatialExec,MoCA,at-home-pd,12 months,moca_visuospatialexec
MOCA_VisuospatialExec,MoCA,at-home-pd,24 months,moca_visuospatialexec
MOCA_VisuospatialExec,MoCA,at-home-pd,36 months,NA
MOCA_VisuospatialExec,MoCA,super-pd,Baseline,moca_visuospatialexec_v2
MOCA_VisuospatialExec,MoCA,super-pd,Physician_ON,NA
MOCA_VisuospatialExec,MoCA,super-pd,Physician_OFF,NA
MOCA_Abstraction,MoCA,at-home-pd,Baseline,moca_abstraction
MOCA_Abstraction,MoCA,at-home-pd,12 months,moca_abstraction
MOCA_Abstraction,MoCA,at-home-pd,24 months,moca_abstraction
MOCA_Abstraction,MoCA,at-home-pd,36 months,NA
MOCA_Abstraction,MoCA,super-pd,Baseline,moca_abstraction_v2
MOCA_Abstraction,MoCA,super-pd,Physician_ON,moca_8_spd
MOCA_Abstraction,MoCA,super-pd,Physician_OFF,NA
MOCA_Naming,MoCA,at-home-pd,Baseline,moca_naming
MOCA_Naming,MoCA,at-home-pd,12 months,moca_naming
MOCA_Naming,MoCA,at-home-pd,24 months,moca_naming
MOCA_Naming,MoCA,at-home-pd,36 months,NA
MOCA_Naming,MoCA,super-pd,Baseline,moca_naming_v2
MOCA_Naming,MoCA,super-pd,Physician_ON,NA
MOCA_Naming,MoCA,super-pd,Physician_OFF,NA
MOCA_DelydRecall,MoCA,at-home-pd,Baseline,moca_delydrecall
MOCA_DelydRecall,MoCA,at-home-pd,12 months,moca_delydrecall
MOCA_DelydRecall,MoCA,at-home-pd,24 months,moca_delydrecall
MOCA_DelydRecall,MoCA,at-home-pd,36 months,NA
MOCA_DelydRecall,MoCA,super-pd,Baseline,moca_delydrecall_v2
MOCA_DelydRecall,MoCA,super-pd,Physician_ON,NA
MOCA_DelydRecall,MoCA,super-pd,Physician_OFF,NA
MOCA_Orient,MoCA,at-home-pd,Baseline,moca_orient
MOCA_Orient,MoCA,at-home-pd,12 months,moca_orient
MOCA_Orient,MoCA,at-home-pd,24 months,moca_orient
MOCA_Orient,MoCA,at-home-pd,36 months,NA
MOCA_Orient,MoCA,super-pd,Baseline,moca_orient_v2
MOCA_Orient,MoCA,super-pd,Physician_ON,NA
MOCA_Orient,MoCA,super-pd,Physician_OFF,NA
MOCA_ImageResponse,MoCA,at-home-pd,Baseline,NA
MOCA_ImageResponse,MoCA,at-home-pd,12 months,NA
MOCA_ImageResponse,MoCA,at-home-pd,24 months,NA
MOCA_ImageResponse,MoCA,at-home-pd,36 months,NA
MOCA_ImageResponse,MoCA,super-pd,Baseline,NA
MOCA_ImageResponse,MoCA,super-pd,Physician_ON,NA
MOCA_ImageResponse,MoCA,super-pd,Physician_OFF,NA
MOCA_Digits,MoCA,at-home-pd,Baseline,moca_digits
MOCA_Digits,MoCA,at-home-pd,12 months,moca_digits
MOCA_Digits,MoCA,at-home-pd,24 months,moca_digits
MOCA_Digits,MoCA,at-home-pd,36 months,NA
MOCA_Digits,MoCA,super-pd,Baseline,moca_digits_v2
MOCA_Digits,MoCA,super-pd,Physician_ON,NA
MOCA_Digits,MoCA,super-pd,Physician_OFF,NA
MOCA_DelydRecallOptnlCatCue,MoCA,at-home-pd,Baseline,NA
MOCA_DelydRecallOptnlCatCue,MoCA,at-home-pd,12 months,NA
MOCA_DelydRecallOptnlCatCue,MoCA,at-home-pd,24 months,NA
MOCA_DelydRecallOptnlCatCue,MoCA,at-home-pd,36 months,NA
MOCA_DelydRecallOptnlCatCue,MoCA,super-pd,Baseline,NA
MOCA_DelydRecallOptnlCatCue,MoCA,super-pd,Physician_ON,NA
MOCA_DelydRecallOptnlCatCue,MoCA,super-pd,Physician_OFF,NA
PDQ_39_Leisure,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_Leisure,PDQ-39,at-home-pd,12 months,NA
PDQ_39_Leisure,PDQ-39,at-home-pd,24 months,NA
PDQ_39_Leisure,PDQ-39,at-home-pd,36 months,NA
PDQ_39_Leisure,PDQ-39,super-pd,Baseline,leisure
PDQ_39_Leisure,PDQ-39,super-pd,Physician_ON,NA
PDQ_39_Leisure,PDQ-39,super-pd,Physician_OFF,NA
PDQ_39_TotalScore_CogImpairmnt,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_TotalScore_CogImpairmnt,PDQ-39,at-home-pd,12 months,NA
PDQ_39_TotalScore_CogImpairmnt,PDQ-39,at-home-pd,24 months,NA
PDQ_39_TotalScore_CogImpairmnt,PDQ-39,at-home-pd,36 months,NA
PDQ_39_TotalScore_CogImpairmnt,PDQ-39,super-pd,Baseline,NA
PDQ_39_TotalScore_CogImpairmnt,PDQ-39,super-pd,Physician_ON,NA
PDQ_39_TotalScore_CogImpairmnt,PDQ-39,super-pd,Physician_OFF,NA
PDQ_39_TotalScore_ADL,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_TotalScore_ADL,PDQ-39,at-home-pd,12 months,NA
PDQ_39_TotalScore_ADL,PDQ-39,at-home-pd,24 months,NA
PDQ_39_TotalScore_ADL,PDQ-39,at-home-pd,36 months,NA
PDQ_39_TotalScore_ADL,PDQ-39,super-pd,Baseline,NA
PDQ_39_TotalScore_ADL,PDQ-39,super-pd,Physician_ON,NA
PDQ_39_TotalScore_ADL,PDQ-39,super-pd,Physician_OFF,NA
PDQ_39_Tearful,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_Tearful,PDQ-39,at-home-pd,12 months,NA
PDQ_39_Tearful,PDQ-39,at-home-pd,24 months,NA
PDQ_39_Tearful,PDQ-39,at-home-pd,36 months,NA
PDQ_39_Tearful,PDQ-39,super-pd,Baseline,weepy
PDQ_39_Tearful,PDQ-39,super-pd,Physician_ON,NA
PDQ_39_Tearful,PDQ-39,super-pd,Physician_OFF,NA
PDQ_39_Falling,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_Falling,PDQ-39,at-home-pd,12 months,NA
PDQ_39_Falling,PDQ-39,at-home-pd,24 months,NA
PDQ_39_Falling,PDQ-39,at-home-pd,36 months,NA
PDQ_39_Falling,PDQ-39,super-pd,Baseline,fall
PDQ_39_Falling,PDQ-39,super-pd,Physician_ON,NA
PDQ_39_Falling,PDQ-39,super-pd,Physician_OFF,NA
PDQ_39_Speaking,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_Speaking,PDQ-39,at-home-pd,12 months,NA
PDQ_39_Speaking,PDQ-39,at-home-pd,24 months,NA
PDQ_39_Speaking,PDQ-39,at-home-pd,36 months,NA
PDQ_39_Speaking,PDQ-39,super-pd,Baseline,speech
PDQ_39_Speaking,PDQ-39,super-pd,Physician_ON,NA
PDQ_39_Speaking,PDQ-39,super-pd,Physician_OFF,NA
PDQ_39_Buttons,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_Buttons,PDQ-39,at-home-pd,12 months,NA
PDQ_39_Buttons,PDQ-39,at-home-pd,24 months,NA
PDQ_39_Buttons,PDQ-39,at-home-pd,36 months,NA
PDQ_39_Buttons,PDQ-39,super-pd,Baseline,shoes
PDQ_39_Buttons,PDQ-39,super-pd,Physician_ON,NA
PDQ_39_Buttons,PDQ-39,super-pd,Physician_OFF,NA
PDQ_39_AchesPains,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_AchesPains,PDQ-39,at-home-pd,12 months,NA
PDQ_39_AchesPains,PDQ-39,at-home-pd,24 months,NA
PDQ_39_AchesPains,PDQ-39,at-home-pd,36 months,NA
PDQ_39_AchesPains,PDQ-39,super-pd,Baseline,aches
PDQ_39_AchesPains,PDQ-39,super-pd,Physician_ON,NA
PDQ_39_AchesPains,PDQ-39,super-pd,Physician_OFF,NA
PDQ_39_TotalScore_Mobility,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_TotalScore_Mobility,PDQ-39,at-home-pd,12 months,NA
PDQ_39_TotalScore_Mobility,PDQ-39,at-home-pd,24 months,NA
PDQ_39_TotalScore_Mobility,PDQ-39,at-home-pd,36 months,NA
PDQ_39_TotalScore_Mobility,PDQ-39,super-pd,Baseline,NA
PDQ_39_TotalScore_Mobility,PDQ-39,super-pd,Physician_ON,NA
PDQ_39_TotalScore_Mobility,PDQ-39,super-pd,Physician_OFF,NA
PDQ_39_WorriedReaction,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_WorriedReaction,PDQ-39,at-home-pd,12 months,NA
PDQ_39_WorriedReaction,PDQ-39,at-home-pd,24 months,NA
PDQ_39_WorriedReaction,PDQ-39,at-home-pd,36 months,NA
PDQ_39_WorriedReaction,PDQ-39,super-pd,Baseline,worried
PDQ_39_WorriedReaction,PDQ-39,super-pd,Physician_ON,NA
PDQ_39_WorriedReaction,PDQ-39,super-pd,Physician_OFF,NA
PDQ_39_Worried,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_Worried,PDQ-39,at-home-pd,12 months,NA
PDQ_39_Worried,PDQ-39,at-home-pd,24 months,NA
PDQ_39_Worried,PDQ-39,at-home-pd,36 months,NA
PDQ_39_Worried,PDQ-39,super-pd,Baseline,future
PDQ_39_Worried,PDQ-39,super-pd,Physician_ON,NA
PDQ_39_Worried,PDQ-39,super-pd,Physician_OFF,NA
PDQ_39_WalkingBlock,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_WalkingBlock,PDQ-39,at-home-pd,12 months,NA
PDQ_39_WalkingBlock,PDQ-39,at-home-pd,24 months,NA
PDQ_39_WalkingBlock,PDQ-39,at-home-pd,36 months,NA
PDQ_39_WalkingBlock,PDQ-39,super-pd,Baseline,yards
PDQ_39_WalkingBlock,PDQ-39,super-pd,Physician_ON,NA
PDQ_39_WalkingBlock,PDQ-39,super-pd,Physician_OFF,NA
PDQ_39_CuttingFood,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_CuttingFood,PDQ-39,at-home-pd,12 months,NA
PDQ_39_CuttingFood,PDQ-39,at-home-pd,24 months,NA
PDQ_39_CuttingFood,PDQ-39,at-home-pd,36 months,NA
PDQ_39_CuttingFood,PDQ-39,super-pd,Baseline,cut
PDQ_39_CuttingFood,PDQ-39,super-pd,Physician_ON,NA
PDQ_39_CuttingFood,PDQ-39,super-pd,Physician_OFF,NA
PDQ_39_Memory,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_Memory,PDQ-39,at-home-pd,12 months,NA
PDQ_39_Memory,PDQ-39,at-home-pd,24 months,NA
PDQ_39_Memory,PDQ-39,at-home-pd,36 months,NA
PDQ_39_Memory,PDQ-39,super-pd,Baseline,memory_e3a8f9
PDQ_39_Memory,PDQ-39,super-pd,Physician_ON,NA
PDQ_39_Memory,PDQ-39,super-pd,Physician_OFF,NA
PDQ_39_CrampsSpasms,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_CrampsSpasms,PDQ-39,at-home-pd,12 months,NA
PDQ_39_CrampsSpasms,PDQ-39,at-home-pd,24 months,NA
PDQ_39_CrampsSpasms,PDQ-39,at-home-pd,36 months,NA
PDQ_39_CrampsSpasms,PDQ-39,super-pd,Baseline,cramps
PDQ_39_CrampsSpasms,PDQ-39,super-pd,Physician_ON,NA
PDQ_39_CrampsSpasms,PDQ-39,super-pd,Physician_OFF,NA
PDQ_39_Outside,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_Outside,PDQ-39,at-home-pd,12 months,NA
PDQ_39_Outside,PDQ-39,at-home-pd,24 months,NA
PDQ_39_Outside,PDQ-39,at-home-pd,36 months,NA
PDQ_39_Outside,PDQ-39,super-pd,Baseline,accompany
PDQ_39_Outside,PDQ-39,super-pd,Physician_ON,NA
PDQ_39_Outside,PDQ-39,super-pd,Physician_OFF,NA
PDQ_39_HidePD,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_HidePD,PDQ-39,at-home-pd,12 months,NA
PDQ_39_HidePD,PDQ-39,at-home-pd,24 months,NA
PDQ_39_HidePD,PDQ-39,at-home-pd,36 months,NA
PDQ_39_HidePD,PDQ-39,super-pd,Baseline,conceal
PDQ_39_HidePD,PDQ-39,super-pd,Physician_ON,NA
PDQ_39_HidePD,PDQ-39,super-pd,Physician_OFF,NA
PDQ_39_Dressing,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_Dressing,PDQ-39,at-home-pd,12 months,NA
PDQ_39_Dressing,PDQ-39,at-home-pd,24 months,NA
PDQ_39_Dressing,PDQ-39,at-home-pd,36 months,NA
PDQ_39_Dressing,PDQ-39,super-pd,Baseline,dress
PDQ_39_Dressing,PDQ-39,super-pd,Physician_ON,NA
PDQ_39_Dressing,PDQ-39,super-pd,Physician_OFF,NA
PDQ_39_WalkingHalfMile,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_WalkingHalfMile,PDQ-39,at-home-pd,12 months,NA
PDQ_39_WalkingHalfMile,PDQ-39,at-home-pd,24 months,NA
PDQ_39_WalkingHalfMile,PDQ-39,at-home-pd,36 months,NA
PDQ_39_WalkingHalfMile,PDQ-39,super-pd,Baseline,mile
PDQ_39_WalkingHalfMile,PDQ-39,super-pd,Physician_ON,NA
PDQ_39_WalkingHalfMile,PDQ-39,super-pd,Physician_OFF,NA
PDQ_39_Showering,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_Showering,PDQ-39,at-home-pd,12 months,NA
PDQ_39_Showering,PDQ-39,at-home-pd,24 months,NA
PDQ_39_Showering,PDQ-39,at-home-pd,36 months,NA
PDQ_39_Showering,PDQ-39,super-pd,Baseline,wash
PDQ_39_Showering,PDQ-39,super-pd,Physician_ON,NA
PDQ_39_Showering,PDQ-39,super-pd,Physician_OFF,NA
PDQ_39_Depressed,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_Depressed,PDQ-39,at-home-pd,12 months,NA
PDQ_39_Depressed,PDQ-39,at-home-pd,24 months,NA
PDQ_39_Depressed,PDQ-39,at-home-pd,36 months,NA
PDQ_39_Depressed,PDQ-39,super-pd,Baseline,depressed
PDQ_39_Depressed,PDQ-39,super-pd,Physician_ON,NA
PDQ_39_Depressed,PDQ-39,super-pd,Physician_OFF,NA
PDQ_39_Relationships,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_Relationships,PDQ-39,at-home-pd,12 months,NA
PDQ_39_Relationships,PDQ-39,at-home-pd,24 months,NA
PDQ_39_Relationships,PDQ-39,at-home-pd,36 months,NA
PDQ_39_Relationships,PDQ-39,super-pd,Baseline,relationships
PDQ_39_Relationships,PDQ-39,super-pd,Physician_ON,NA
PDQ_39_Relationships,PDQ-39,super-pd,Physician_OFF,NA
PDQ_39_UnexpctdSleep,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_UnexpctdSleep,PDQ-39,at-home-pd,12 months,NA
PDQ_39_UnexpctdSleep,PDQ-39,at-home-pd,24 months,NA
PDQ_39_UnexpctdSleep,PDQ-39,at-home-pd,36 months,NA
PDQ_39_UnexpctdSleep,PDQ-39,super-pd,Baseline,sleep
PDQ_39_UnexpctdSleep,PDQ-39,super-pd,Physician_ON,NA
PDQ_39_UnexpctdSleep,PDQ-39,super-pd,Physician_OFF,NA
PDQ_39_PublicPlaces,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_PublicPlaces,PDQ-39,at-home-pd,12 months,NA
PDQ_39_PublicPlaces,PDQ-39,at-home-pd,24 months,NA
PDQ_39_PublicPlaces,PDQ-39,at-home-pd,36 months,NA
PDQ_39_PublicPlaces,PDQ-39,super-pd,Baseline,public
PDQ_39_PublicPlaces,PDQ-39,super-pd,Physician_ON,NA
PDQ_39_PublicPlaces,PDQ-39,super-pd,Physician_OFF,NA
PDQ_39_HotCold,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_HotCold,PDQ-39,at-home-pd,12 months,NA
PDQ_39_HotCold,PDQ-39,at-home-pd,24 months,NA
PDQ_39_HotCold,PDQ-39,at-home-pd,36 months,NA
PDQ_39_HotCold,PDQ-39,super-pd,Baseline,temp
PDQ_39_HotCold,PDQ-39,super-pd,Physician_ON,NA
PDQ_39_HotCold,PDQ-39,super-pd,Physician_OFF,NA
PDQ_39_Ignored,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_Ignored,PDQ-39,at-home-pd,12 months,NA
PDQ_39_Ignored,PDQ-39,at-home-pd,24 months,NA
PDQ_39_Ignored,PDQ-39,at-home-pd,36 months,NA
PDQ_39_Ignored,PDQ-39,super-pd,Baseline,ignored
PDQ_39_Ignored,PDQ-39,super-pd,Physician_ON,NA
PDQ_39_Ignored,PDQ-39,super-pd,Physician_OFF,NA
PDQ_39_EmbarrassedPublic,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_EmbarrassedPublic,PDQ-39,at-home-pd,12 months,NA
PDQ_39_EmbarrassedPublic,PDQ-39,at-home-pd,24 months,NA
PDQ_39_EmbarrassedPublic,PDQ-39,at-home-pd,36 months,NA
PDQ_39_EmbarrassedPublic,PDQ-39,super-pd,Baseline,embarrassed
PDQ_39_EmbarrassedPublic,PDQ-39,super-pd,Physician_ON,NA
PDQ_39_EmbarrassedPublic,PDQ-39,super-pd,Physician_OFF,NA
PDQ_39_Concentration,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_Concentration,PDQ-39,at-home-pd,12 months,NA
PDQ_39_Concentration,PDQ-39,at-home-pd,24 months,NA
PDQ_39_Concentration,PDQ-39,at-home-pd,36 months,NA
PDQ_39_Concentration,PDQ-39,super-pd,Baseline,concentration
PDQ_39_Concentration,PDQ-39,super-pd,Physician_ON,NA
PDQ_39_Concentration,PDQ-39,super-pd,Physician_OFF,NA
PDQ_39_LackOfSuprtPrtnr,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_LackOfSuprtPrtnr,PDQ-39,at-home-pd,12 months,NA
PDQ_39_LackOfSuprtPrtnr,PDQ-39,at-home-pd,24 months,NA
PDQ_39_LackOfSuprtPrtnr,PDQ-39,at-home-pd,36 months,NA
PDQ_39_LackOfSuprtPrtnr,PDQ-39,super-pd,Baseline,spouse
PDQ_39_LackOfSuprtPrtnr,PDQ-39,super-pd,Physician_ON,NA
PDQ_39_LackOfSuprtPrtnr,PDQ-39,super-pd,Physician_OFF,NA
PDQ_39_House,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_House,PDQ-39,at-home-pd,12 months,NA
PDQ_39_House,PDQ-39,at-home-pd,24 months,NA
PDQ_39_House,PDQ-39,at-home-pd,36 months,NA
PDQ_39_House,PDQ-39,super-pd,Baseline,home
PDQ_39_House,PDQ-39,super-pd,Physician_ON,NA
PDQ_39_House,PDQ-39,super-pd,Physician_OFF,NA
PDQ_39_Housework,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_Housework,PDQ-39,at-home-pd,12 months,NA
PDQ_39_Housework,PDQ-39,at-home-pd,24 months,NA
PDQ_39_Housework,PDQ-39,at-home-pd,36 months,NA
PDQ_39_Housework,PDQ-39,super-pd,Baseline,housework
PDQ_39_Housework,PDQ-39,super-pd,Physician_ON,NA
PDQ_39_Housework,PDQ-39,super-pd,Physician_OFF,NA
PDQ_39_TotalScore_SocialSuprt,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_TotalScore_SocialSuprt,PDQ-39,at-home-pd,12 months,NA
PDQ_39_TotalScore_SocialSuprt,PDQ-39,at-home-pd,24 months,NA
PDQ_39_TotalScore_SocialSuprt,PDQ-39,at-home-pd,36 months,NA
PDQ_39_TotalScore_SocialSuprt,PDQ-39,super-pd,Baseline,NA
PDQ_39_TotalScore_SocialSuprt,PDQ-39,super-pd,Physician_ON,NA
PDQ_39_TotalScore_SocialSuprt,PDQ-39,super-pd,Physician_OFF,NA
PDQ_39_Lonely,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_Lonely,PDQ-39,at-home-pd,12 months,NA
PDQ_39_Lonely,PDQ-39,at-home-pd,24 months,NA
PDQ_39_Lonely,PDQ-39,at-home-pd,36 months,NA
PDQ_39_Lonely,PDQ-39,super-pd,Baseline,isolated
PDQ_39_Lonely,PDQ-39,super-pd,Physician_ON,NA
PDQ_39_Lonely,PDQ-39,super-pd,Physician_OFF,NA
PDQ_39_Anxious,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_Anxious,PDQ-39,at-home-pd,12 months,NA
PDQ_39_Anxious,PDQ-39,at-home-pd,24 months,NA
PDQ_39_Anxious,PDQ-39,at-home-pd,36 months,NA
PDQ_39_Anxious,PDQ-39,super-pd,Baseline,anxious
PDQ_39_Anxious,PDQ-39,super-pd,Physician_ON,NA
PDQ_39_Anxious,PDQ-39,super-pd,Physician_OFF,NA
PDQ_39_TotalScore_Stigma,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_TotalScore_Stigma,PDQ-39,at-home-pd,12 months,NA
PDQ_39_TotalScore_Stigma,PDQ-39,at-home-pd,24 months,NA
PDQ_39_TotalScore_Stigma,PDQ-39,at-home-pd,36 months,NA
PDQ_39_TotalScore_Stigma,PDQ-39,super-pd,Baseline,NA
PDQ_39_TotalScore_Stigma,PDQ-39,super-pd,Physician_ON,NA
PDQ_39_TotalScore_Stigma,PDQ-39,super-pd,Physician_OFF,NA
PDQ_39_TotalScore_Communcation,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_TotalScore_Communcation,PDQ-39,at-home-pd,12 months,NA
PDQ_39_TotalScore_Communcation,PDQ-39,at-home-pd,24 months,NA
PDQ_39_TotalScore_Communcation,PDQ-39,at-home-pd,36 months,NA
PDQ_39_TotalScore_Communcation,PDQ-39,super-pd,Baseline,NA
PDQ_39_TotalScore_Communcation,PDQ-39,super-pd,Physician_ON,NA
PDQ_39_TotalScore_Communcation,PDQ-39,super-pd,Physician_OFF,NA
PDQ_39_LackOfSuprtFmly,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_LackOfSuprtFmly,PDQ-39,at-home-pd,12 months,NA
PDQ_39_LackOfSuprtFmly,PDQ-39,at-home-pd,24 months,NA
PDQ_39_LackOfSuprtFmly,PDQ-39,at-home-pd,36 months,NA
PDQ_39_LackOfSuprtFmly,PDQ-39,super-pd,Baseline,friends
PDQ_39_LackOfSuprtFmly,PDQ-39,super-pd,Physician_ON,NA
PDQ_39_LackOfSuprtFmly,PDQ-39,super-pd,Physician_OFF,NA
PDQ_39_GroceryBags,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_GroceryBags,PDQ-39,at-home-pd,12 months,NA
PDQ_39_GroceryBags,PDQ-39,at-home-pd,24 months,NA
PDQ_39_GroceryBags,PDQ-39,at-home-pd,36 months,NA
PDQ_39_GroceryBags,PDQ-39,super-pd,Baseline,bags
PDQ_39_GroceryBags,PDQ-39,super-pd,Physician_ON,NA
PDQ_39_GroceryBags,PDQ-39,super-pd,Physician_OFF,NA
PDQ_39_HoldingDrink,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_HoldingDrink,PDQ-39,at-home-pd,12 months,NA
PDQ_39_HoldingDrink,PDQ-39,at-home-pd,24 months,NA
PDQ_39_HoldingDrink,PDQ-39,at-home-pd,36 months,NA
PDQ_39_HoldingDrink,PDQ-39,super-pd,Baseline,spill
PDQ_39_HoldingDrink,PDQ-39,super-pd,Physician_ON,NA
PDQ_39_HoldingDrink,PDQ-39,super-pd,Physician_OFF,NA
PDQ_39_TotalScore_BodDiscomfrt,PDQ-39,at-home-pd,Baseline,NA
PDQ_39_TotalScore_BodDiscomfrt,PDQ-39,at-home-pd,12 months,NA
PDQ_39_TotalScore_BodDiscomfrt,PDQ-39,at-home-pd,24 months,NA
PDQ_39_TotalScore_BodDiscomfrt,PDQ-39,at-home-pd,36 months,NA
PDQ_39_TotalScore_BodDiscomfrt,PDQ-39,super-pd,Baseline,NA
PDQ_39_TotalScore_BodDiscomfrt,PDQ-39,super-pd,Physician_ON,NA
