field_name,form_name,title,element type,version,definition,short description,datatype,maximum character quantity,input restriction,minimum value,maximum value,permissible values,permissible value descriptions,permissible value output codes,Item Response OID,Element OID,unit of measure,guidelines/instructions,notes,preferred question text,keywords,references,population.all,domain.general (for all diseases),domain.traumatic brain injury,domain.Parkinson's disease,domain.Friedreich's ataxia,domain.stroke,domain.amyotrophic lateral sclerosis,domain.Huntington's disease,domain.multiple sclerosis,domain.neuromuscular diseases,domain.myasthenia gravis,domain.spinal muscular atrophy,domain.Duchenne muscular dystrophy/Becker muscular dystrophy,domain.congenital muscular dystrophy,domain.spinal cord injury,domain.headache,domain.epilepsy,classification.general (for all diseases),classification.acute hospitalized,classification.concussion/mild TBI,classification.epidemiology,classification.moderate/severe TBI: rehabilitation,classification.Parkinson's disease,classification.Friedreich's ataxia,classification.stroke,classification.amyotrophic lateral sclerosis,classification.Huntington's disease,classification.multiple sclerosis,classification.neuromuscular diseases,classification.myasthenia gravis,classification.spinal muscular atrophy,classification.Duchenne muscular dystrophy/Becker muscular dystrophy,classification.congenital muscular dystrophy,classification.spinal cord injury,classification.headache,classification.epilepsy,historical notes,Label(s),see also,submitting organization name,submitting contact name,submitting contact information,effective date,until date,steward organization name,steward contact name,steward contact information,creation date,last change date,administrative status,CAT OID,Form Item OID
MDSUPDRSFreezingGaitScore,MDS-UPDRS,Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - freeze gait score,Common Data Element,1.1,"Score for the participant's/subject's level of gait freezing episodes or hesitations especially when turning and reaching the end of the task, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's level of gait freezing episodes or hesitations especially when turning and reaching the end of the task, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)",Numeric Values,NA,Single Pre-Defined Value Selected,NA,NA,0;1;2;3;4;555,"Normal: No freezing;Slight: Freezes on starting, turning or walking through doorway with a single halt during any of these events, but then continues smoothly without freezing during straight walking;Mild: Freezes on starting, turning or walking through doorway with more than one halt during any of these activities, but continues smoothly without freezing during straight walking;Moderate: Freezes once during straight walking;Severe: Freezes multiple times during straight walking.;Unable To Rate",0;1;2;3;4;555,NA,NA,NA,"PD:
Observe for start hesitation and stuttering movements especially when turning and reaching the end of the task. To the extent that safety permits, patients may NOT use sensory tricks during the assessment.",MDS UPDRS Q3.11.  CDISC variables  QSORRES  for QSTESTCD=UPD2311,FREEZING OF GAIT,CDISC;MDSUPDRS,"PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf",Adult,NA,NA,Outcomes and End Points.Motor Function,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDS UPDRS Q3.11,NA,NA,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,NA,NA,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,2014-04-01,2020-02-05,Published,NA,NA
MDSUPDRSFreezingScore,MDS-UPDRS,Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - freeze score,Common Data Element,1.1,"Score for the participant's/subject's inability to move because he or she cannot suddenly move the feet, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's inability to move because he or she cannot suddenly move the feet, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)",Numeric Values,NA,Single Pre-Defined Value Selected,NA,NA,0;1;2;3;4,"Normal: Not at all (no problems);Slight: I briefly freeze but I can easily start walking again. I do not need help from someone else or a walking aid (cane or walker) because of freezing;Mild: I freeze and have trouble starting to walk again, but I do not need someone's help or a walking aid (cane or walker) because of freezing;Moderate: When I freeze I have a lot of trouble starting to walk again and, because of freezing, I sometimes need to use a walking aid or need someone else's help;Severe: Because of freezing, most or all of the time, I need to use a walking aid or someone's help",0;1;2;3;4,NA,NA,NA,"PD:
Refer to instrument for additional instructions",MDS UPDRS Q2.13.  CDISC variables  QSORRES  for QSTESTCD=UPD2213,Freezing when walking,CDISC;MDSUPDRS,"PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf",Adult,NA,NA,Outcomes and End Points.Motor Function,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDS UPDRS Q2.13,NA,NA,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,NA,NA,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,2014-04-01,2020-02-05,Published,NA,NA
MDSUPDRSFuncImpactDyskScore,MDS-UPDRS,Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - functional impact of dyskinesia score,Common Data Element,1.1,"Score for the participant's/subject's level of functional impact of dyskinesia, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's level of functional impact of dyskinesia, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)",Numeric Values,NA,Single Pre-Defined Value Selected,NA,NA,0;1;2;3;4;555,"Normal: No dyskinesias or no impact by dyskinesias on activities or social interactions;Slight: Dyskinesias impact on a few activities, but the patient usually performs all activities and participates in all social interactions during dyskinetic periods;Mild: Dyskinesias impact on many activities, but the patient usually performs all activities and participates in all social interactions during dyskinetic periods;Moderate: Dyskinesias impact on activities to the point that the patient usually does not perform some activities or does not usually participate in some social activities during dyskinetic episodes;Severe: Dyskinesias impact on function to the point that the patient usually does not perform most activities or participate in most social interactions during dyskinetic episodes.;Unable To Rate",0;1;2;3;4;555,NA,NA,NA,"PD:
Determine the degree to which dyskinesias impact on the patient's daily function in terms of activities and social interactions. Use the patient's and caregiver's response to your question and your own observations during the office visit to arrive at the best answer.","MDS UPDRS Q4.2.  CDISC variables  QSORRES  for QSTESTCD=UPD2402, QSEVLT=-P1W",FUNCTIONAL IMPACT OF DYSKINESIAS,CDISC;MDSUPDRS,"PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf",Adult,NA,NA,Outcomes and End Points.Motor Function,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDS UPDRS Q4.2,NA,NA,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,NA,NA,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,2014-04-01,2020-02-05,Published,NA,NA
MDSUPDRSFuncImpactFluctScore,MDS-UPDRS,Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - impact fluctuation score,Common Data Element,1.1,"Score for the participant's/subject's level of functional impact of fluctuations, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's level of functional impact of fluctuations, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)",Numeric Values,NA,Single Pre-Defined Value Selected,NA,NA,0;1;2;3;4;555,"Normal: No fluctuations or No impact by fluctuations on performance of activities or social interactions;Slight: Fluctuations impact on a few activities, but during OFF, the patient usually performs all activities and participates in all social interactions that typically occur during the ON state;Mild: Fluctuations impact many activities, but during OFF, the patient still usually performs all activities and participates in all social interactions that typically occur during the ON state;Moderate: Fluctuations impact on the performance of activities during OFF to the point that the patient usually does not perform some activities or participate in some social interactions that are performed during ON periods;Severe: Fluctuations impact on function to the point that, during OFF, the patient usually does not perform most activities or participate in most social interactions that are performed during ON periods;Unable To Rate",0;1;2;3;4;555,NA,NA,NA,"PD:
Determine the degree to which motor fluctuations impact on the patient's daily function in terms of activities and social interactions. This question concentrates on the difference between the ON state and the OFF state. If the patient has no OFF time, the rating must be 0, but if patients have very mild fluctuations, it is still possible to be rated 0 on this item if no impact on activities occurs.  Refer to instrument for additional instructions.","MDS UPDRS 4.4.  CDISC variables  QSORRES  for QSTESTCD=UPD2404, QSEVLT=-P1W",FUNCTIONAL IMPACT OF FLUCTUATIONS,CDISC;MDSUPDRS,"PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf",Adult,NA,NA,Outcomes and End Points.Motor Function,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDS UPDRS 4.4,NA,NA,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,NA,NA,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,2014-04-01,2020-02-05,Published,NA,NA
MDSUPDRSGaitScore,MDS-UPDRS,Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - gait score,Common Data Element,1.2,"Score for the participant's/subject's level of gait observing the stride amplitude, stride speed, height of foot lift, heel strike during walking, turning, and arm swing, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's level of gait, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS).",Numeric Values,NA,Single Pre-Defined Value Selected,NA,NA,0;1;2;3;4;555,"Normal: No problems;Slight: Independent walking with minor gait impairment;Mild: Independent walking but with substantial gait impairment;Moderate: Requires an assistance device for safe walking (walking stick, walker) but not a person;Severe: Cannot walk at all or only with another person's assistance.;Unable To Rate",0;1;2;3;4;555,NA,NA,NA,"PD:
The patient should walk at least 10 meters (30 feet), then turn around and return to the examiner. This item measures multiple behaviors: stride amplitude, stride speed, height of foot lift, heel strike during walking, turning, and arm swing, but not freezing. Assess also for ""freezing of gait"" (next item 3.11) while patient is walking. observe posture for item 3.13",MDS UPDRS Q3.10.  CDISC variables  QSORRES  for QSTESTCD=UPD2310,GAIT,CDISC;MDSUPDRS,"PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf",Adult,NA,NA,Outcomes and End Points.Motor Function,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDS UPDRS Q3.10,NA,NA,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,NA,NA,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,2014-04-01,2020-02-05,Published,NA,NA
MDSUPDRSGlblSpontntyMvmntScore,MDS-UPDRS,Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - global spontaneity of movement score,Common Data Element,1.1,"Score for the participant's/subject's level of global spontaneity of movement observing the slowness, hesitancy, and small amplitude and poverty of movement in general","Score for the participant's/subject's level of global spontaneity of movement observing the slowness, hesitancy, and small amplitude and poverty of movement in general",Numeric Values,NA,Single Pre-Defined Value Selected,NA,NA,0;1;2;3;4;555,Normal: No problems;Slight: Slight global slowness and poverty of spontaneous movements;Mild: Mild global slowness and poverty of spontaneous movements;Moderate: Moderate global slowness and poverty of spontaneous movements;Severe: Severe global slowness and poverty of spontaneous movements.;Unable To Rate,0;1;2;3;4;555,NA,NA,NA,"PD:
This assessment is based on the examiner's global impression after observing for spontaneous gestures while sitting, and the nature of arising and walking.",MDS UPDRS Q3.14.  CDISC variables  QSORRES  for QSTESTCD=UPD2314,GLOBAL SPONTANEITY OF MOVEMENT (BODY BRADYKINESIA),CDISC;MDSUPDRS,"PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf",Adult,NA,NA,Outcomes and End Points.Motor Function,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDS UPDRS Q3.14,NA,NA,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,NA,NA,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,2014-04-01,2020-02-05,Published,NA,NA
MDSUPDRSGttngOutBedScore,MDS-UPDRS,Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - get out bed car deep chair score,Common Data Element,1.1,"Score for the participant's/subject's ability to get out of bed, a car, or a deep chair, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's ability to get out of bed, a car, or a deep chair, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)",Numeric Values,NA,Single Pre-Defined Value Selected,NA,NA,0;1;2;3;4,"Normal: Not at all (no problems);Slight: I am slow or awkward, but I usually can do it on my first try;Mild: I need more than one try to get up or need occasional help;Moderate: I sometimes need help to get up, but most times I can still do it on my own;Severe: I need help most or all of the time",0;1;2;3;4,NA,NA,NA,"PD:
Refer to instrument for additional instructions",MDS UPDRS Q2.11.  CDISC variables  QSORRES  for QSTESTCD=UPD2211,GETTING OUT OF BED A CAR OR A DEEP CHAIR,CDISC;MDSUPDRS,"PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf",Adult,NA,NA,Outcomes and End Points.Motor Function,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDS UPDRS Q2.11,NA,NA,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,NA,NA,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,2014-04-01,2020-02-05,Published,NA,NA
MDSUPDRSHallucPsychosScore,MDS-UPDRS,Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - hallucination psychosis score,Common Data Element,1.1,"Score of the participant's/subject's hallucination and psychosis considering both illusions and hallucinations, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score of the participant's/subject's hallucination and psychosis considering both illusions and hallucinations, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)",Numeric Values,NA,Single Pre-Defined Value Selected,NA,NA,0;1;2;3;4;555,"Normal: No hallucinations or psychotic behavior;Slight: Illusions or non-formed hallucinations, but patient recognizes them without loss of insight;Mild: Formed hallucinations independent of environmental stimuli. No loss of insight;Moderate: Formed hallucinations with loss of insight;Severe: Patient has delusions or paranoia.;Unable To Rate",0;1;2;3;4;555,NA,NA,NA,"PD:
Instructions to examiner: Consider both illusions (misinterpretations of real stimuli) and hallucinations (spontaneous false sensations). Consider all major sensory domains (visual, auditory, tactile, olfactory and gustatory). Determine presence of unformed (for example sense of presence or fleeting false impressions) as well as formed (fully developed and detailed) sensations. Rate the patients insight into hallucinations and identify delusions and psychotic thinking. Instructions to patients [and caregiver]: Over the past week have you seen, heard, smelled or felt things that were not really there? [If yes, examiner asks patient or caregiver to elaborate and probes for information]",MDS UPDRS Q1.2.  CDISC variables  QSORRES  for QSTESTCD=UPD2102,HALLUCINATIONS AND PSYCHOSIS,CDISC;MDSUPDRS,"PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf",Adult,NA,NA,Outcomes and End Points.Motor Function,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDS UPDRS Q1.2,NA,NA,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,NA,NA,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,2014-04-01,2020-02-05,Published,NA,NA
MDSUPDRSHandwritingScore,MDS-UPDRS,Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - handwrite score,Common Data Element,1.1,"Score for the participant's/subject's handwriting abilities, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's handwriting abilities, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)",Numeric Values,NA,Single Pre-Defined Value Selected,NA,NA,0;1;2;3;4,"Normal: Not at all (no problems);Slight: My writing is slow, clumsy or uneven, but all words are clear;Mild: Some words are unclear and difficult to read;Moderate: Many words are unclear and difficult to read;Severe: Most or all words cannot be read.",0;1;2;3;4,NA,NA,NA,"PD:
Refer to instrument for additional instructions",MDS UPDRS Q2.7.  CDISC variables  QSORRES  for QSTESTCD=UPD2207,HANDWRITING,CDISC;MDSUPDRS,"PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf",Adult,NA,NA,Outcomes and End Points.Motor Function,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDS UPDRS Q2.7,NA,NA,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,NA,NA,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,2014-04-01,2020-02-05,Published,NA,NA
MDSUPDRSHobbieOthrActScore,MDS-UPDRS,Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - hobby other activity score,Common Data Element,1.1,"Score for the participant's/subject's ability to perform hobbies or other activities, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's ability to perform hobbies or other activities, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)",Numeric Values,NA,Single Pre-Defined Value Selected,NA,NA,0;1;2;3;4,"Normal: Not at all (no problems);Slight: I am a bit slow but do these activities easily;Mild: I have some difficulty doing these activities;Moderate: I have major problems doing these activities, but still do most;Severe: I am unable to do most or all of these activities",0;1;2;3;4,NA,NA,NA,"PD:
Refer to instrument for additional instructions",MDS UPDRS Q2.8.  CDISC variables  QSORRES  for QSTESTCD=UPD2208,DOING HOBBIES AND OTHER ACTIVITES,CDISC;MDSUPDRS,"PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf",Adult,NA,NA,Outcomes and End Points.Motor Function,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDS UPDRS Q2.8,NA,NA,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,NA,NA,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,2014-04-01,2020-02-05,Published,NA,NA
MDSUPDRSHoehnYahrStageScore,MDS-UPDRS,Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - Hoehn and Yahr stage score,Common Data Element,1.1,"Score for the participant's/subject's symptoms progression on the Hoehn and Yahr stage scale, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's symptoms progression on the Hoehn and Yahr stage scale, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)",Numeric Values,NA,Single Pre-Defined Value Selected,NA,NA,0;1;2;3;4;5,"Asymptomatic;Unilateral involvement only;Bilateral involvement without impairment of balance;Mild to moderate involvement, some postural instability but physically independent, needs assistance to recover from pull test;Severe disability, still able to walk or stand unassisted;Wheelchair bound or bedridden unless aided",0;1;2;3;4;5,NA,NA,NA,"PD:
Refer to instrument for additional instructions",MDS UPDRS Motor exam: Hoehn and Yahr stage.  CDISC variables  QSORRES  for QSTESTCD=UPDHY,HOEHN AND YAHR STAGE,CDISC;MDSUPDRS,"PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf",Adult,NA,NA,Outcomes and End Points.Motor Function,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDS UPDRS Motor exam: Hoehn and Yahr stage,NA,NA,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,NA,NA,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,2014-04-01,2020-02-05,Published,NA,NA
